"","bID","Bin.Id","Marker.lineage","X..genomes","X..markers","X..marker.sets","X0","X1","X2","X3","X4","X5.","Completeness","Contamination","Strain.heterogeneity","description","id","refseqSpecies","source","species_code","cleaned_filename","contigs_greater_0_bp","contigs_greater_1000_bp","contigs_greater_5000_bp","contigs_greater_10000_bp","contigs_greater_25000_bp","contigs_greater_50000_bp","total_length_greater_0_bp","total_length_greater_1000_bp","total_length_greater_5000_bp","total_length_greater_10000_bp","total_length_greater_25000_bp","total_length_greater_50000_bp","total_contigs","largest_contig","total_length","N50","N75","L50","L75","number_Ns_per_100_kbp","species","genID","speciesID"
"53","GCF_002563895.1_ASM256389v1_genomic.fna","GCF_002563895.1_ASM256389v1_genomic","Pseudomonas (5)",182,833,312,0,827,6,0,0,0,100,1.04,50,"Pseudomonas lurida strain LMG 21995 Ga0070647_11, whole genome shotgun sequence","NZ_PDJB01000001.1","pseudomonas_lurida","REFSEQ",115,"115_PDJB01000001",1,1,1,1,1,1,6311648,6311648,6311648,6311648,6311648,6311648,1,6311648,6311648,6311648,6311648,1,1,0,"lurida","PDJB01000001","lurida"
"54","GCF_002813445.1_ASM281344v1_genomic.fna","GCF_002813445.1_ASM281344v1_genomic","Pseudomonas (5)",182,833,312,0,827,6,0,0,0,100,1.14,16.67,"Pseudomonas tolaasii NCPPB 2192 Ga0070648_11, whole genome shotgun sequence","NZ_PHHD01000001.1","pseudomonas_tolaasii","REFSEQ",47,"47_PHHD01000001",1,1,1,1,1,1,6792797,6792797,6792797,6792797,6792797,6792797,1,6792797,6792797,6792797,6792797,1,1,0,"tolaasii","PHHD01000001","tolaasii"
"55","GCF_002813455.1_ASM281345v1_genomic.fna","GCF_002813455.1_ASM281345v1_genomic","Pseudomonas (5)",182,833,312,0,830,3,0,0,0,100,0.72,0,"Pseudomonas baetica strain LMG 25716 Ga0070643_11, whole genome shotgun sequence","NZ_PHHE01000001.1","pseudomonas_baetica","REFSEQ",24,"24_PHHE01000001",1,1,1,1,1,1,6902809,6902809,6902809,6902809,6902809,6902809,1,6902809,6902809,6902809,6902809,1,1,0,"baetica","PHHE01000001","baetica"
"56","GCF_004365765.1_ASM436576v1_genomic.fna","GCF_004365765.1_ASM436576v1_genomic","Pseudomonas (5)",182,833,312,0,831,2,0,0,0,100,0.4,0,"Pseudomonas helmanticensis strain BIGb0525 Ga0304788_101, whole genome shotgun sequence","NZ_SOCQ01000001.1","pseudomonas_helmanticensis","REFSEQ",2,"2_SOCQ01000001",42,42,36,34,34,30,6628093,6628093,6616074,6600510,6600510,6416090,42,632583,6628093,240891,159603,10,18,1.43,"helmanticensis","SOCQ01000001","helmanticensis"
"57","GCF_900099645.1_IMG-taxon_2671180067_annotated_assembly_genomic.fna","GCF_900099645.1_IMG-taxon_2671180067_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,2,828,3,0,0,0,99.36,0.18,0,"Pseudomonas peli strain DSM 17833, whole genome shotgun sequence","NZ_FMTL01000017.1","pseudomonas_peli","REFSEQ",90,"90_FMTL01000017",20,20,15,14,11,8,4487120,4487120,4469919,4463975,4412326,4315145,20,1822137,4487120,1227061,545019,2,3,3.45,"peli","FMTL01000017","peli"
"58","GCF_900099785.1_IMG-taxon_2663762770_annotated_assembly_genomic.fna","GCF_900099785.1_IMG-taxon_2663762770_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,3,821,8,1,0,0,99.36,1.26,18.18,"Pseudomonas panipatensis strain CCM 7469, whole genome shotgun sequence","NZ_FNDS01000032.1","pseudomonas_panipatensis","REFSEQ",110,"110_FNDS01000032",34,34,24,24,20,18,5775530,5775530,5755831,5755831,5687014,5623252,34,850239,5775530,442758,271524,5,9,8.4,"panipatensis","FNDS01000032","panipatensis"
"59","GCF_900099945.1_IMG-taxon_2671180033_annotated_assembly_genomic.fna","GCF_900099945.1_IMG-taxon_2671180033_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,819,12,1,0,0,99.68,2.25,0,"Pseudomonas delhiensis strain CCM 7361, whole genome shotgun sequence","NZ_FNEC01000101.1","pseudomonas_delhiensis","REFSEQ",40,"40_FNEC01000101",101,101,86,78,68,45,6710571,6710571,6676480,6620398,6454795,5580829,101,295316,6710571,125662,64099,18,36,49.09,"delhiensis","FNEC01000101","delhiensis"
"60","GCF_900100285.1_IMG-taxon_2663762782_annotated_assembly_genomic.fna","GCF_900100285.1_IMG-taxon_2663762782_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,5,823,5,0,0,0,98.61,0.75,0,"Pseudomonas indica strain JCM 21544, whole genome shotgun sequence","NZ_FNFD01000061.1","pseudomonas_indica","REFSEQ",21,"21_FNFD01000061",64,64,53,49,40,32,5786922,5786922,5766529,5742378,5596425,5298825,64,633505,5786922,192612,92639,9,19,39,"indica","FNFD01000061","indica"
"61","GCF_900100365.1_IMG-taxon_2667527432_annotated_assembly_genomic.fna","GCF_900100365.1_IMG-taxon_2667527432_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,828,5,0,0,0,100,0.63,0,"Pseudomonas cannabina strain ICMP 2823, whole genome shotgun sequence","NZ_FNKU01000007.1","pseudomonas_cannabina","REFSEQ",82,"82_FNKU01000007",9,9,9,8,8,4,6388314,6388314,6388314,6379894,6379894,6214483,9,5817980,6388314,5817980,5817980,1,1,0,"cannabina","FNKU01000007","cannabina"
"62","GCF_900100495.1_IMG-taxon_2663762779_annotated_assembly_genomic.fna","GCF_900100495.1_IMG-taxon_2663762779_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,3,815,15,0,0,0,99.04,1.83,6.67,"Pseudomonas benzenivorans strain DSM 8628, whole genome shotgun sequence","NZ_FNCT01000044.1","pseudomonas_benzenivorans","REFSEQ",153,"153_FNCT01000044",44,44,40,35,27,24,5743144,5743144,5728852,5692178,5548046,5439074,44,673158,5743144,318602,151444,7,13,5.22,"benzenivorans","FNCT01000044","benzenivorans"
"63","GCF_900100535.1_IMG-taxon_2663762794_annotated_assembly_genomic.fna","GCF_900100535.1_IMG-taxon_2663762794_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,829,3,0,0,0,99.68,0.45,0,"Pseudomonas flavescens strain LMG 18387, whole genome shotgun sequence","NZ_FNDG01000051.1","pseudomonas_flavescens","REFSEQ",19,"19_FNDG01000051",51,51,44,38,35,31,5855660,5855660,5841269,5800056,5743339,5573575,51,447237,5855660,207737,125133,9,18,4.7,"flavescens","FNDG01000051","flavescens"
"64","GCF_900101035.1_IMG-taxon_2636416169_annotated_assembly_genomic.fna","GCF_900101035.1_IMG-taxon_2636416169_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,832,1,0,0,0,100,0.08,0,"Pseudomonas libanensis strain DSM 17149 chromosome I","NZ_LT629699.1","pseudomonas_libanensis","REFSEQ",25,"25_LT629699",1,1,1,1,1,1,6263198,6263198,6263198,6263198,6263198,6263198,1,6263198,6263198,6263198,6263198,1,1,1.6,"libanensis","LT629699","libanensis"
"65","GCF_900101085.1_IMG-taxon_2639762651_annotated_assembly_genomic.fna","GCF_900101085.1_IMG-taxon_2639762651_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,827,6,0,0,0,100,1.17,0,"Pseudomonas grimontii strain DSM 17515, whole genome shotgun sequence","NZ_FNKM01000002.1","pseudomonas_grimontii","REFSEQ",122,"122_FNKM01000002",2,2,2,2,2,2,7107743,7107743,7107743,7107743,7107743,7107743,2,6922452,7107743,6922452,6922452,1,1,0,"grimontii","FNKM01000002","grimontii"
"66","GCF_900101185.1_IMG-taxon_2636416191_annotated_assembly_genomic.fna","GCF_900101185.1_IMG-taxon_2636416191_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,823,9,0,0,0,99.68,0.99,55.56,"Pseudomonas gessardii strain LMG 21604, whole genome shotgun sequence","NZ_FNKR01000003.1","pseudomonas_gessardii","REFSEQ",72,"72_FNKR01000003",3,3,3,3,2,2,6695628,6695628,6695628,6695628,6679466,6679466,3,6504198,6695628,6504198,6504198,1,1,0,"gessardii","FNKR01000003","gessardii"
"67","GCF_900101415.1_IMG-taxon_2636416187_annotated_assembly_genomic.fna","GCF_900101415.1_IMG-taxon_2636416187_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,828,5,0,0,0,100,0.4,80,"Pseudomonas koreensis strain LMG 21318 chromosome I","NZ_LT629687.1","pseudomonas_koreensis","REFSEQ",145,"145_LT629687",1,1,1,1,1,1,6123913,6123913,6123913,6123913,6123913,6123913,1,6123913,6123913,6123913,6123913,1,1,1.63,"koreensis","LT629687","koreensis"
"68","GCF_900102035.1_IMG-taxon_2667527225_annotated_assembly_genomic.fna","GCF_900102035.1_IMG-taxon_2667527225_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,814,19,0,0,0,100,1.7,0,"Pseudomonas extremaustralis strain DSM 17835 genome assembly, chromosome: I","NZ_LT629689.1","pseudomonas_extremaustralis","REFSEQ",6,"6_LT629689",1,1,1,1,1,1,6674429,6674429,6674429,6674429,6674429,6674429,1,6674429,6674429,6674429,6674429,1,1,1.5,"extremaustralis","LT629689","extremaustralis"
"69","GCF_900102045.1_IMG-taxon_2639762638_annotated_assembly_genomic.fna","GCF_900102045.1_IMG-taxon_2639762638_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,828,5,0,0,0,100,0.75,0,"Pseudomonas moorei strain DSM 12647, whole genome shotgun sequence","NZ_FNKJ01000003.1","pseudomonas_moorei","REFSEQ",74,"74_FNKJ01000003",4,4,4,4,4,4,6546438,6546438,6546438,6546438,6546438,6546438,4,4775887,6546438,4775887,1080839,1,2,0,"moorei","FNKJ01000003","moorei"
"70","GCF_900102295.1_IMG-taxon_2639762509_annotated_assembly_genomic.fna","GCF_900102295.1_IMG-taxon_2639762509_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,831,2,0,0,0,100,0.19,0,"Pseudomonas thivervalensis strain DSM 13194 chromosome I","NZ_LT629691.1","pseudomonas_thivervalensis","REFSEQ",89,"89_LT629691",1,1,1,1,1,1,6604078,6604078,6604078,6604078,6604078,6604078,1,6604078,6604078,6604078,6604078,1,1,1.51,"thivervalensis","LT629691","thivervalensis"
"71","GCF_900102335.1_IMG-taxon_2671180043_annotated_assembly_genomic.fna","GCF_900102335.1_IMG-taxon_2671180043_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,829,3,0,0,0,99.92,0.48,0,"Pseudomonas seleniipraecipitans strain LMG 25475, whole genome shotgun sequence","NZ_FNBM01000017.1","pseudomonas_seleniipraecipitans","REFSEQ",93,"93_FNBM01000017",18,18,15,15,14,13,4546163,4546163,4541100,4541100,4525583,4489714,18,1021635,4546163,402243,240754,4,7,14.34,"seleniipraecipitans","FNBM01000017","seleniipraecipitans"
"72","GCF_900102635.1_IMG-taxon_2663762777_annotated_assembly_genomic.fna","GCF_900102635.1_IMG-taxon_2663762777_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,829,3,0,0,0,99.84,0.27,0,"Pseudomonas chengduensis strain DSM 26382, whole genome shotgun sequence","NZ_FMZQ01000043.1","pseudomonas_chengduensis","REFSEQ",38,"38_FMZQ01000043",43,43,34,34,26,24,5413065,5413065,5394597,5394597,5279227,5215098,43,1013045,5413065,248272,198995,7,13,15.26,"chengduensis","FMZQ01000043","chengduensis"
"73","GCF_900102665.1_IMG-taxon_2663763601_annotated_assembly_genomic.fna","GCF_900102665.1_IMG-taxon_2663763601_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,13,813,6,1,0,0,98.28,1.05,0,"Pseudomonas psychrotolerans strain DSM 15758, whole genome shotgun sequence","NZ_FMWB01000058.1","pseudomonas_psychrotolerans","REFSEQ",31,"31_FMWB01000058",61,61,49,44,31,24,5731800,5731800,5708601,5672343,5446769,5129287,61,652501,5731800,304226,117837,7,15,16.84,"psychrotolerans","FMWB01000058","psychrotolerans"
"74","GCF_900102675.1_IMG-taxon_2663763604_annotated_assembly_genomic.fna","GCF_900102675.1_IMG-taxon_2663763604_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,829,3,0,0,0,99.68,0.27,33.33,"Pseudomonas guariconensis strain LMG 27394, whole genome shotgun sequence","NZ_FMYX01000029.1","pseudomonas_guariconensis","REFSEQ",7,"7_FMYX01000029",29,29,25,23,19,18,5079034,5079034,5070153,5056948,5001963,4968382,29,657213,5079034,313298,221885,6,10,3.15,"guariconensis","FMYX01000029","guariconensis"
"75","GCF_900103225.1_IMG-taxon_2663762773_annotated_assembly_genomic.fna","GCF_900103225.1_IMG-taxon_2663762773_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,831,2,0,0,0,100,0.24,0,"Pseudomonas congelans strain DSM 14939, whole genome shotgun sequence","NZ_FNJH01000010.1","pseudomonas_congelans","REFSEQ",17,"17_FNJH01000010",23,23,19,17,14,13,5737059,5737059,5727838,5708524,5659170,5622610,23,1636184,5737059,740022,329263,3,6,88.46,"congelans","FNJH01000010","congelans"
"76","GCF_900103245.1_IMG-taxon_2639762602_annotated_assembly_genomic.fna","GCF_900103245.1_IMG-taxon_2639762602_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,822,10,1,0,0,100,1.47,69.23,"Pseudomonas brassicacearum strain LMG 21623 chromosome I","NZ_LT629713.1","pseudomonas_brassicacearum","REFSEQ",11,"11_LT629713",1,1,1,1,1,1,6776659,6776659,6776659,6776659,6776659,6776659,1,6776659,6776659,6776659,6776659,1,1,1.48,"brassicacearum","LT629713","brassicacearum"
"77","GCF_900103345.1_IMG-taxon_2636416017_annotated_assembly_genomic.fna","GCF_900103345.1_IMG-taxon_2636416017_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,828,5,0,0,0,100,0.79,40,"Pseudomonas azotoformans strain LMG 21611 genome assembly, chromosome: I","NZ_LT629702.1","pseudomonas_azotoformans","REFSEQ",92,"92_LT629702",1,1,1,1,1,1,6727386,6727386,6727386,6727386,6727386,6727386,1,6727386,6727386,6727386,6727386,1,1,1.49,"azotoformans","LT629702","azotoformans"
"78","GCF_900103705.1_IMG-taxon_2639762560_annotated_assembly_genomic.fna","GCF_900103705.1_IMG-taxon_2639762560_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.37,0,"Pseudomonas lundensis strain LMG 13517, whole genome shotgun sequence","NZ_FNLA01000002.1","pseudomonas_lundensis","REFSEQ",116,"116_FNLA01000002",2,2,2,2,2,2,5008343,5008343,5008343,5008343,5008343,5008343,2,4400186,5008343,4400186,4400186,1,1,0,"lundensis","FNLA01000002","lundensis"
"79","GCF_900103845.1_IMG-taxon_2663762768_annotated_assembly_genomic.fna","GCF_900103845.1_IMG-taxon_2663762768_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,5,824,4,0,0,0,98.93,0.75,0,"Pseudomonas jinjuensis strain JCM 21621, whole genome shotgun sequence","NZ_FNIJ01000031.1","pseudomonas_jinjuensis","REFSEQ",67,"67_FNIJ01000031",31,31,28,28,27,27,5868669,5868669,5863950,5863950,5848399,5848399,31,547603,5868669,308266,186054,8,14,20.7,"jinjuensis","FNIJ01000031","jinjuensis"
"80","GCF_900103875.1_IMG-taxon_2636416065_annotated_assembly_genomic.fna","GCF_900103875.1_IMG-taxon_2636416065_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,830,2,1,0,0,100,0.43,20,"Pseudomonas arsenicoxydans strain CECT 7543 genome assembly, chromosome: I","NZ_LT629705.1","pseudomonas_arsenicoxydans","REFSEQ",30,"30_LT629705",1,1,1,1,1,1,6502978,6502978,6502978,6502978,6502978,6502978,1,6502978,6502978,6502978,6502978,1,1,1.54,"arsenicoxydans","LT629705","arsenicoxydans"
"81","GCF_900103965.1_IMG-taxon_2639762637_annotated_assembly_genomic.fna","GCF_900103965.1_IMG-taxon_2639762637_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,830,2,1,0,0,100,0.72,0,"Pseudomonas poae strain LMG 21465 chromosome I","NZ_LT629706.1","pseudomonas_poae","REFSEQ",35,"35_LT629706",1,1,1,1,1,1,5950238,5950238,5950238,5950238,5950238,5950238,1,5950238,5950238,5950238,5950238,1,1,1.68,"poae","LT629706","poae"
"82","GCF_900104015.1_IMG-taxon_2667527209_annotated_assembly_genomic.fna","GCF_900104015.1_IMG-taxon_2667527209_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,831,2,0,0,0,100,0.4,0,"Pseudomonas cichorii strain ATCC 10857, whole genome shotgun sequence","NZ_FNIK01000054.1","pseudomonas_cichorii","REFSEQ",150,"150_FNIK01000054",55,55,40,30,25,24,5920059,5920059,5886674,5817670,5732412,5698029,55,808481,5920059,343756,181654,6,13,20.61,"cichorii","FNIK01000054","cichorii"
"83","GCF_900104125.1_IMG-taxon_2639762506_annotated_assembly_genomic.fna","GCF_900104125.1_IMG-taxon_2639762506_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.75,25,"Pseudomonas reinekei strain DSM 18361 chromosome I","NZ_LT629709.1","pseudomonas_reinekei","REFSEQ",88,"88_LT629709",1,1,1,1,1,1,6312685,6312685,6312685,6312685,6312685,6312685,1,6312685,6312685,6312685,6312685,1,1,1.58,"reinekei","LT629709","reinekei"
"84","GCF_900104265.1_IMG-taxon_2663762796_annotated_assembly_genomic.fna","GCF_900104265.1_IMG-taxon_2663762796_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,830,2,0,0,0,99.84,0.11,0,"Pseudomonas guguanensis strain JCM 18416, whole genome shotgun sequence","NZ_FNJJ01000026.1","pseudomonas_guguanensis","REFSEQ",123,"123_FNJJ01000026",26,26,23,22,22,20,5084171,5084171,5074538,5068560,5068560,4974709,26,511368,5084171,291442,197852,7,12,124.11,"guguanensis","FNJJ01000026","guguanensis"
"85","GCF_900104365.1_IMG-taxon_2639762715_annotated_assembly_genomic.fna","GCF_900104365.1_IMG-taxon_2639762715_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,830,3,0,0,0,100,0.51,0,"Pseudomonas extremorientalis strain LMG 19695 chromosome I","NZ_LT629708.1","pseudomonas_extremorientalis","REFSEQ",109,"109_LT629708",1,1,1,1,1,1,6373103,6373103,6373103,6373103,6373103,6373103,1,6373103,6373103,6373103,6373103,1,1,1.57,"extremorientalis","LT629708","extremorientalis"
"86","GCF_900104735.1_IMG-taxon_2636416176_annotated_assembly_genomic.fna","GCF_900104735.1_IMG-taxon_2636416176_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.27,0,"Pseudomonas lini strain DSM 16768 chromosome I","NZ_LT629746.1","pseudomonas_lini","REFSEQ",43,"43_LT629746",1,1,1,1,1,1,6529836,6529836,6529836,6529836,6529836,6529836,1,6529836,6529836,6529836,6529836,1,1,1.53,"lini","LT629746","lini"
"87","GCF_900104805.1_IMG-taxon_2667527434_annotated_assembly_genomic.fna","GCF_900104805.1_IMG-taxon_2667527434_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,20,804,9,0,0,0,95.35,1.7,11.11,"Pseudomonas oryzae strain KCTC 32247 genome assembly, chromosome: I","NZ_LT629751.1","pseudomonas_oryzae","REFSEQ",97,"97_LT629751",1,1,1,1,1,1,4642193,4642193,4642193,4642193,4642193,4642193,1,4642193,4642193,4642193,4642193,1,1,2.15,"oryzae","LT629751","oryzae"
"88","GCF_900104825.1_IMG-taxon_2639762632_annotated_assembly_genomic.fna","GCF_900104825.1_IMG-taxon_2639762632_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,2,826,5,0,0,0,99.87,0.28,0,"Pseudomonas taetrolens strain LMG 2336, whole genome shotgun sequence","NZ_FNRS01000002.1","pseudomonas_taetrolens","REFSEQ",69,"69_FNRS01000002",2,2,2,2,2,2,4936188,4936188,4936188,4936188,4936188,4936188,2,4377246,4936188,4377246,4377246,1,1,0,"taetrolens","FNRS01000002","taetrolens"
"89","GCF_900104875.1_IMG-taxon_2642422516_annotated_assembly_genomic.fna","GCF_900104875.1_IMG-taxon_2642422516_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,826,7,0,0,0,100,0.91,0,"Pseudomonas panacis strain LMG 17761, whole genome shotgun sequence","NZ_FNSP01000007.1","pseudomonas_panacis","REFSEQ",70,"70_FNSP01000007",7,7,7,7,7,7,6965019,6965019,6965019,6965019,6965019,6965019,7,4354446,6965019,4354446,1080549,1,2,0,"panacis","FNSP01000007","panacis"
"90","GCF_900104885.1_IMG-taxon_2639762577_annotated_assembly_genomic.fna","GCF_900104885.1_IMG-taxon_2639762577_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.32,0,"Pseudomonas trivialis strain LMG 21464 chromosome I","NZ_LT629760.1","pseudomonas_trivialis","REFSEQ",76,"76_LT629760",1,1,1,1,1,1,5634667,5634667,5634667,5634667,5634667,5634667,1,5634667,5634667,5634667,5634667,1,1,1.77,"trivialis","LT629760","trivialis"
"91","GCF_900104905.1_IMG-taxon_2639762619_annotated_assembly_genomic.fna","GCF_900104905.1_IMG-taxon_2639762619_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.32,50,"Pseudomonas jessenii strain LMG 21605, whole genome shotgun sequence","NZ_FNTC01000002.1","pseudomonas_jessenii","REFSEQ",126,"126_FNTC01000002",2,2,2,2,2,2,6588452,6588452,6588452,6588452,6588452,6588452,2,6243738,6588452,6243738,6243738,1,1,0,"jessenii","FNTC01000002","jessenii"
"92","GCF_900104915.1_IMG-taxon_2636416193_annotated_assembly_genomic.fna","GCF_900104915.1_IMG-taxon_2636416193_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,825,8,0,0,0,100,0.8,50,"Pseudomonas cedrina strain LMG 23661 chromosome I","NZ_LT629753.1","pseudomonas_cedrina","REFSEQ",79,"79_LT629753",1,1,1,1,1,1,6539015,6539015,6539015,6539015,6539015,6539015,1,6539015,6539015,6539015,6539015,1,1,1.53,"cedrina","LT629753","cedrina"
"93","GCF_900104945.1_IMG-taxon_2667527388_annotated_assembly_genomic.fna","GCF_900104945.1_IMG-taxon_2667527388_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,42,778,12,1,0,0,92,1.6,0,"Pseudomonas xinjiangensis strain NRRL B-51270 genome assembly, chromosome: I","NZ_LT629736.1","pseudomonas_xinjiangensis","REFSEQ",28,"28_LT629736",1,1,1,1,1,1,3537092,3537092,3537092,3537092,3537092,3537092,1,3537092,3537092,3537092,3537092,1,1,2.83,"xinjiangensis","LT629736","xinjiangensis"
"94","GCF_900105005.1_IMG-taxon_2667527220_annotated_assembly_genomic.fna","GCF_900105005.1_IMG-taxon_2667527220_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,58,762,12,1,0,0,89.77,1.7,0,"Pseudomonas litoralis strain 2SM5 genome assembly, chromosome: I","NZ_LT629748.1","pseudomonas_litoralis","REFSEQ",12,"12_LT629748",1,1,1,1,1,1,3987942,3987942,3987942,3987942,3987942,3987942,1,3987942,3987942,3987942,3987942,1,1,2.51,"litoralis","LT629748","litoralis"
"95","GCF_900105115.1_IMG-taxon_2667527224_annotated_assembly_genomic.fna","GCF_900105115.1_IMG-taxon_2667527224_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,829,4,0,0,0,100,0.25,0,"Pseudomonas mohnii strain DSM 18327, whole genome shotgun sequence","NZ_FNRV01000002.1","pseudomonas_mohnii","REFSEQ",37,"37_FNRV01000002",2,2,2,2,2,2,6592588,6592588,6592588,6592588,6592588,6592588,2,6476037,6592588,6476037,6476037,1,1,0,"mohnii","FNRV01000002","mohnii"
"96","GCF_900105155.1_IMG-taxon_2663762789_annotated_assembly_genomic.fna","GCF_900105155.1_IMG-taxon_2663762789_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,831,2,0,0,0,100,0.4,0,"Pseudomonas prosekii strain LMG 26867 genome assembly, chromosome: I","NZ_LT629762.1","pseudomonas_prosekii","REFSEQ",119,"119_LT629762",1,1,1,1,1,1,6092055,6092055,6092055,6092055,6092055,6092055,1,6092055,6092055,6092055,6092055,1,1,1.64,"prosekii","LT629762","prosekii"
"97","GCF_900105185.1_IMG-taxon_2667528183_annotated_assembly_genomic.fna","GCF_900105185.1_IMG-taxon_2667528183_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,821,10,1,0,0,99.68,2.03,0,"Pseudomonas saponiphila strain DSM 9751, whole genome shotgun sequence","NZ_FNTJ01000004.1","pseudomonas_saponiphila","REFSEQ",73,"73_FNTJ01000004",4,4,4,4,4,4,7375852,7375852,7375852,7375852,7375852,7375852,4,4645227,7375852,4645227,2273410,1,2,0,"saponiphila","FNTJ01000004","saponiphila"
"98","GCF_900105255.1_IMG-taxon_2675902958_annotated_assembly_genomic.fna","GCF_900105255.1_IMG-taxon_2675902958_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,38,784,11,0,0,0,93.33,1.74,0,"Pseudomonas sabulinigri strain JCM 14963 genome assembly, chromosome: I","NZ_LT629763.1","pseudomonas_sabulinigri","REFSEQ",114,"114_LT629763",1,1,1,1,1,1,4030203,4030203,4030203,4030203,4030203,4030203,1,4030203,4030203,4030203,4030203,1,1,2.48,"sabulinigri","LT629763","sabulinigri"
"99","GCF_900105285.1_IMG-taxon_2639762618_annotated_assembly_genomic.fna","GCF_900105285.1_IMG-taxon_2639762618_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,0,822,11,0,0,0,100,1.36,54.55,"Pseudomonas umsongensis strain LMG 21317 chromosome I","NZ_LT629767.1","pseudomonas_umsongensis","REFSEQ",57,"57_LT629767",1,1,1,1,1,1,6749275,6749275,6749275,6749275,6749275,6749275,1,6749275,6749275,6749275,6749275,1,1,1.48,"umsongensis","LT629767","umsongensis"
"100","GCF_900105325.1_IMG-taxon_2639762561_annotated_assembly_genomic.fna","GCF_900105325.1_IMG-taxon_2639762561_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,828,3,1,0,0,99.92,1.04,0,"Pseudomonas marginalis strain NCPPB 667, whole genome shotgun sequence","NZ_FNSU01000004.1","pseudomonas_marginalis","REFSEQ",61,"61_FNSU01000004",4,4,4,4,4,4,7271315,7271315,7271315,7271315,7271315,7271315,4,4577277,7271315,4577277,1550777,1,2,0,"marginalis","FNSU01000004","marginalis"
"101","GCF_900105355.1_IMG-taxon_2687453785_annotated_assembly_genomic.fna","GCF_900105355.1_IMG-taxon_2687453785_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,5,824,3,0,1,0,98.77,0.9,22.22,"Pseudomonas anguilliseptica strain DSM 12111, whole genome shotgun sequence","NZ_FNSC01000003.1","pseudomonas_anguilliseptica","REFSEQ",98,"98_FNSC01000003",3,3,2,2,2,2,5229617,5229617,5226238,5226238,5226238,5226238,3,5020146,5229617,5020146,5020146,1,1,0,"anguilliseptica","FNSC01000003","anguilliseptica"
"102","GCF_900105475.1_IMG-taxon_2667527430_annotated_assembly_genomic.fna","GCF_900105475.1_IMG-taxon_2667527430_annotated_assembly_genomic","Pseudomonas (5)",182,833,312,1,827,5,0,0,0,99.96,0.78,0,"Pseudomonas asplenii strain ATCC 23835 genome assembly, chromosome: I","NZ_LT629777.1","pseudomonas_asplenii","REFSEQ",130,"130_LT629777",1,1,1,1,1,1,6529636,6529636,6529636,6529636,6529636,6529636,1,6529636,6529636,6529636,6529636,1,1,1.53,"asplenii","LT629777","asplenii"
